Country Name,Id,Indicator Name,Value,Year
Aruba,113635,"External debt stocks, total (DOD, current US$)",n/a,2006
Afghanistan,113713,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",9259252.2,2006
Afghanistan,113718,"Debt service on external debt, total (TDS, current US$)",10894252.3,2006
Afghanistan,113757,"External debt stocks, total (DOD, current US$)",979344507.8,2006
Angola,113835,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",4329212396,2006
Angola,113840,"Debt service on external debt, total (TDS, current US$)",4429036869,2006
Angola,113879,"External debt stocks, total (DOD, current US$)",9905180986,2006
Albania,113896,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",81924640.6,2006
Albania,113901,"Debt service on external debt, total (TDS, current US$)",181184491.9,2006
Albania,113940,"External debt stocks, total (DOD, current US$)",2517100833,2006
Andorra,113957,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Andorra,113962,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Andorra,114001,"External debt stocks, total (DOD, current US$)",n/a,2006
United Arab Emirates,114079,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
United Arab Emirates,114084,"Debt service on external debt, total (TDS, current US$)",n/a,2006
United Arab Emirates,114123,"External debt stocks, total (DOD, current US$)",n/a,2006
Argentina,114140,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",4004566751,2006
Argentina,114145,"Debt service on external debt, total (TDS, current US$)",18973957937,2006
Argentina,114184,"External debt stocks, total (DOD, current US$)",1.19E+11,2006
Armenia,114201,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",26153280.3,2006
Armenia,114206,"Debt service on external debt, total (TDS, current US$)",155037778.5,2006
Armenia,114245,"External debt stocks, total (DOD, current US$)",2138883503,2006
American Samoa,114262,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
American Samoa,114267,"Debt service on external debt, total (TDS, current US$)",n/a,2006
American Samoa,114306,"External debt stocks, total (DOD, current US$)",n/a,2006
Antigua and Barbuda,114323,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Antigua and Barbuda,114328,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Antigua and Barbuda,114367,"External debt stocks, total (DOD, current US$)",n/a,2006
Australia,114384,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Australia,114389,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Australia,114428,"External debt stocks, total (DOD, current US$)",n/a,2006
Austria,114445,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Austria,114450,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Austria,114489,"External debt stocks, total (DOD, current US$)",n/a,2006
Azerbaijan,114506,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",95925797.1,2006
Azerbaijan,114511,"Debt service on external debt, total (TDS, current US$)",281933254,2006
Azerbaijan,114550,"External debt stocks, total (DOD, current US$)",2796572674,2006
Burundi,114567,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",18728233.3,2006
Burundi,114572,"Debt service on external debt, total (TDS, current US$)",19972254.5,2006
Burundi,114611,"External debt stocks, total (DOD, current US$)",1371901890,2006
Belgium,114628,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Belgium,114633,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Belgium,114672,"External debt stocks, total (DOD, current US$)",n/a,2006
Benin,114689,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",39847297.4,2006
Benin,114694,"Debt service on external debt, total (TDS, current US$)",42023701.7,2006
Benin,114733,"External debt stocks, total (DOD, current US$)",660190318.4,2006
Burkina Faso,114750,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",43278730.7,2006
Burkina Faso,114755,"Debt service on external debt, total (TDS, current US$)",45474019.1,2006
Burkina Faso,114794,"External debt stocks, total (DOD, current US$)",1142927905,2006
Bangladesh,114811,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",649184268.3,2006
Bangladesh,114816,"Debt service on external debt, total (TDS, current US$)",712935810.5,2006
Bangladesh,114855,"External debt stocks, total (DOD, current US$)",20160932717,2006
Bulgaria,114872,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",799035530.4,2006
Bulgaria,114877,"Debt service on external debt, total (TDS, current US$)",3740976427,2006
Bulgaria,114916,"External debt stocks, total (DOD, current US$)",28007279112,2006
Bahrain,114933,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Bahrain,114938,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Bahrain,114977,"External debt stocks, total (DOD, current US$)",n/a,2006
"Bahamas, The",114994,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
"Bahamas, The",114999,"Debt service on external debt, total (TDS, current US$)",n/a,2006
"Bahamas, The",115038,"External debt stocks, total (DOD, current US$)",n/a,2006
Bosnia and Herzegovina,115055,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",127972736.2,2006
Bosnia and Herzegovina,115060,"Debt service on external debt, total (TDS, current US$)",389752692.5,2006
Bosnia and Herzegovina,115099,"External debt stocks, total (DOD, current US$)",8616906730,2006
Belarus,115116,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",216141404.1,2006
Belarus,115121,"Debt service on external debt, total (TDS, current US$)",752544098.5,2006
Belarus,115160,"External debt stocks, total (DOD, current US$)",6562099700,2006
Belize,115177,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",137172355.5,2006
Belize,115182,"Debt service on external debt, total (TDS, current US$)",138243976,2006
Belize,115221,"External debt stocks, total (DOD, current US$)",1054232126,2006
Bermuda,115238,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Bermuda,115243,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Bermuda,115282,"External debt stocks, total (DOD, current US$)",n/a,2006
Bolivia,115299,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",313003054.9,2006
Bolivia,115304,"Debt service on external debt, total (TDS, current US$)",444548915.5,2006
Bolivia,115343,"External debt stocks, total (DOD, current US$)",6255767964,2006
Brazil,115360,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",31661188377,2006
Brazil,115365,"Debt service on external debt, total (TDS, current US$)",62246189478,2006
Brazil,115404,"External debt stocks, total (DOD, current US$)",1.94E+11,2006
Barbados,115421,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Barbados,115426,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Barbados,115465,"External debt stocks, total (DOD, current US$)",n/a,2006
Brunei Darussalam,115482,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Brunei Darussalam,115487,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Brunei Darussalam,115526,"External debt stocks, total (DOD, current US$)",n/a,2006
Bhutan,115543,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",9305172.1,2006
Bhutan,115548,"Debt service on external debt, total (TDS, current US$)",10663858.7,2006
Bhutan,115587,"External debt stocks, total (DOD, current US$)",721112613.6,2006
Botswana,115604,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",54738146.7,2006
Botswana,115609,"Debt service on external debt, total (TDS, current US$)",56339044.3,2006
Botswana,115648,"External debt stocks, total (DOD, current US$)",364731487.2,2006
Central African Republic,115665,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",63536851.9,2006
Central African Republic,115670,"Debt service on external debt, total (TDS, current US$)",71344027.9,2006
Central African Republic,115709,"External debt stocks, total (DOD, current US$)",1049101554,2006
Canada,115726,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Canada,115731,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Canada,115770,"External debt stocks, total (DOD, current US$)",n/a,2006
Switzerland,115848,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Switzerland,115853,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Switzerland,115892,"External debt stocks, total (DOD, current US$)",n/a,2006
Channel Islands,115909,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Channel Islands,115914,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Channel Islands,115953,"External debt stocks, total (DOD, current US$)",n/a,2006
Chile,115970,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
Chile,115975,"Debt service on external debt, total (TDS, current US$)",n/a,2006
Chile,116014,"External debt stocks, total (DOD, current US$)",n/a,2006
China,116031,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",8880123767,2006
China,116036,"Debt service on external debt, total (TDS, current US$)",27549722813,2006
China,116075,"External debt stocks, total (DOD, current US$)",3.26E+11,2006
Cote d'Ivoire,116092,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",16299161.4,2006
Cote d'Ivoire,116097,"Debt service on external debt, total (TDS, current US$)",270053013.4,2006
Cote d'Ivoire,116136,"External debt stocks, total (DOD, current US$)",13644008875,2006
Cameroon,116153,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",249139465.1,2006
Cameroon,116158,"Debt service on external debt, total (TDS, current US$)",749188069.1,2006
Cameroon,116197,"External debt stocks, total (DOD, current US$)",3418558776,2006
"Congo, Dem. Rep.",116214,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",275802798.7,2006
"Congo, Dem. Rep.",116219,"Debt service on external debt, total (TDS, current US$)",289648504.1,2006
"Congo, Dem. Rep.",116258,"External debt stocks, total (DOD, current US$)",11326304419,2006
"Congo, Rep.",116275,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",80575200.7,2006
"Congo, Rep.",116280,"Debt service on external debt, total (TDS, current US$)",87757996.9,2006
"Congo, Rep.",116319,"External debt stocks, total (DOD, current US$)",6685623800,2006
Colombia,116336,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",5118044706,2006
Colombia,116341,"Debt service on external debt, total (TDS, current US$)",9968042415,2006
Colombia,116380,"External debt stocks, total (DOD, current US$)",38621303305,2006
Comoros,116397,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",3489564.4,2006
Comoros,116402,"Debt service on external debt, total (TDS, current US$)",3756429,2006
Comoros,116441,"External debt stocks, total (DOD, current US$)",293423707,2006
Cabo Verde,116458,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",31480733.4,2006
Cabo Verde,116463,"Debt service on external debt, total (TDS, current US$)",31581965.9,2006
Cabo Verde,116502,"External debt stocks, total (DOD, current US$)",524173293.2,2006
Costa Rica,116519,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",371212353.9,2006
Costa Rica,116524,"Debt service on external debt, total (TDS, current US$)",784472075.1,2006
Costa Rica,116563,"External debt stocks, total (DOD, current US$)",6993562814,2006
Caribbean small states,116580,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2006
